javaProg,pythonProg,dataStructure,softwareAnalysisDesign,intelligenceSystemDev,peer1,peer2,peer3,peer4,peer5,peer6,peer7,peer8,peer9,peer10,peer_mean,peer_std,peer_mean_graph,FinalExam
6,10,7,8,7,4,5,6,9,7,6,4,10,9,10,7.0,2.23606797749979,7.026212586673782,7.529751109761491
4,9,10,7,5,4,8,6,7,8,7,8,6,4,7,6.5,1.4317821063276353,7.038684712728544,6.24243261738655
9,5,8,9,7,6,7,6,8,6,8,4,8,5,4,6.2,1.4696938456699067,7.023940557499205,7.66626375700505
9,8,6,10,5,10,10,10,9,9,6,6,5,6,4,7.5,2.202271554554524,7.026961478582765,7.777029252130927
8,6,9,9,8,4,10,8,7,6,5,10,9,4,4,6.7,2.3259406699226015,7.02772020361258,7.21916446492525
7,9,7,7,10,4,7,7,6,9,5,7,8,7,4,6.4,1.5620499351813308,7.034411081388908,7.920310031717187
7,4,10,6,6,5,6,7,4,10,8,8,10,6,6,7.0,1.8973665961010275,7.027599383006421,6.526831364676628
9,9,7,10,10,7,6,9,9,4,4,4,9,7,7,6.6,1.9595917942265426,7.021263784331732,8.357419457210108
4,7,4,7,5,6,7,4,5,4,9,10,5,6,8,6.4,1.9595917942265426,7.03713591663662,5.7451282270559565
5,8,7,10,9,10,7,7,9,4,4,5,7,10,9,7.2,2.181742422927143,7.037988821900846,7.369739621538932
6,8,9,5,7,10,6,4,10,7,8,9,5,4,4,6.7,2.325940669922601,7.023466254077981,6.305758478321412
8,7,5,8,5,6,4,9,7,7,7,8,8,4,10,7.0,1.8439088914585775,7.014001982614698,6.548817178800238
4,5,10,10,7,8,10,10,8,6,8,5,5,10,5,7.5,2.0124611797498106,7.054889966925559,6.661307396092032
6,5,9,10,6,4,7,6,4,7,6,10,6,6,5,6.1,1.6401219466856727,7.0279999948887255,6.241528995875183
4,8,8,10,6,5,5,6,9,6,5,6,5,5,5,5.7,1.1874342087037917,7.0300077285150735,6.898487721367516
10,8,5,6,7,10,10,9,7,6,4,5,9,4,10,7.4,2.3748684174075834,7.014268362468568,7.196752944330136
5,5,5,7,4,7,6,10,9,5,5,5,9,10,4,7.0,2.1908902300206643,7.033438232074398,5.722290927279641
9,10,8,10,6,7,6,7,10,5,7,4,8,10,8,7.2,1.8330302779823362,7.025505710619607,8.84550665379565
4,6,10,8,7,6,6,7,6,10,9,4,5,5,7,6.5,1.746424919657298,7.03142201297292,6.4616644643131735
10,5,10,5,7,5,7,6,6,9,9,4,5,10,9,7.0,2.0,7.019960661730617,6.328864476781854
10,4,4,6,7,4,8,9,4,7,7,4,6,8,4,6.1,1.8681541692269403,7.010504194316697,6.752198266303794
4,10,7,8,5,9,6,4,5,9,9,7,5,5,9,6.8,1.9390719429665317,7.020249994149792,6.564920403053771
10,5,5,7,7,8,10,6,7,5,7,9,6,4,5,6.7,1.7916472867168918,7.012220757547818,7.001630925566836
6,5,6,5,6,6,10,7,9,6,4,6,9,7,5,6.9,1.8138357147217055,7.02634044402585,5.559801653790364
6,8,6,7,6,10,10,5,8,7,10,8,8,9,9,8.4,1.4966629547095764,7.022607001158521,7.306826888667487
5,6,4,9,5,9,4,7,5,7,9,4,7,7,8,6.7,1.7349351572897473,7.029307562778333,6.014073850667255
4,5,7,9,9,7,8,8,6,9,10,4,8,7,8,7.5,1.5652475842498528,7.038480386406469,6.247131640483002
7,9,7,4,8,8,8,5,10,10,5,5,5,10,6,7.2,2.1354156504062622,7.028071212446248,7.309489045426889
5,7,5,4,8,8,6,7,10,9,10,4,6,5,5,7.0,2.04939015319192,7.026736837174218,6.068746546257757
4,9,5,10,8,7,8,4,6,8,8,9,9,6,6,7.1,1.5132745950421556,7.036936929892957,6.658077679361207
9,8,9,4,7,6,6,5,10,10,8,10,8,5,10,7.8,2.039607805437114,7.019104263807483,7.552481130391458
5,6,6,4,5,8,6,4,10,9,9,8,4,9,10,7.7,2.147091055358389,7.028848915806582,5.604162156071259
5,4,5,7,4,4,5,7,8,5,5,4,8,5,6,5.7,1.4177446878757827,7.040473926975852,4.768116488577613
7,5,4,5,4,5,6,7,6,6,4,5,7,5,10,6.1,1.57797338380595,7.01168708104459,5.69346073950465
5,7,10,7,5,10,6,9,6,5,7,9,7,4,6,6.9,1.8138357147217055,7.026959454711511,6.488396398034993
4,6,7,7,9,6,10,4,10,5,6,5,7,9,9,7.1,2.118962010041709,7.030148363780327,6.6983438819957035
6,5,10,4,9,9,10,8,4,9,6,4,7,7,10,7.4,2.1071307505705477,7.0228215694784,6.708226326289036
5,8,10,7,8,7,7,8,5,5,9,8,10,5,10,7.4,1.8547236990991407,7.029634295693792,7.124272100780776
7,7,8,10,8,10,7,5,4,9,5,4,6,4,4,5.8,2.08806130178211,7.025571721920182,7.345025984674697
5,9,9,8,5,7,7,9,7,4,8,7,7,4,6,6.6,1.4966629547095764,7.029881261853636,6.405485519130325
9,5,5,7,9,6,5,9,6,7,8,5,9,8,8,7.1,1.445683229480096,7.016212706215166,7.25411122542286
9,7,8,7,9,7,4,4,4,6,4,9,7,6,9,6.0,1.8973665961010275,7.027611570854523,7.539416525309171
9,10,8,7,4,4,9,8,7,7,9,5,7,8,7,7.1,1.5132745950421556,7.011064886014088,7.723032607523018
4,8,7,7,5,5,7,10,7,5,10,10,7,9,6,7.6,1.9078784028338915,7.033333329213043,6.251650358541353
9,6,10,8,6,10,9,7,4,4,6,10,7,8,10,7.5,2.202271554554524,7.016519541603699,8.003930056992067
6,8,7,8,6,7,4,5,6,5,8,7,8,5,7,6.2,1.32664991614216,7.023436882806363,7.156001056831579
9,10,10,9,9,10,9,9,10,8,9,9,4,9,4,8.1,2.118962010041709,7.021538453228947,9.300601135426536
7,4,8,10,9,6,4,4,5,4,4,5,4,9,10,5.5,2.1095023109728985,7.036410692807239,6.561787189601775
8,10,9,10,7,4,6,4,4,6,10,5,9,10,4,6.2,2.4,7.026958713540895,8.656258652363451
4,4,9,10,7,9,8,9,5,5,10,4,6,5,6,6.7,2.0024984394500787,7.026964924997623,6.033695867919955
5,8,8,6,7,10,10,8,6,10,10,10,7,10,10,9.1,1.445683229480096,7.028736651677606,7.0807112449970235
10,6,9,10,6,6,5,6,6,7,7,4,5,10,4,6.0,1.6733200530681511,7.016258735125648,8.024021428282664
4,8,10,6,4,10,10,7,10,10,6,7,8,6,4,7.8,2.039607805437114,7.035091488659752,6.284539558765159
7,6,9,9,9,6,8,7,5,10,9,5,5,10,7,7.2,1.8867962264113207,7.032782208077094,7.4908527780753715
10,8,6,7,6,5,8,10,7,5,10,9,4,7,7,7.2,1.9899748742132397,7.013287082703689,7.270364917659807
8,4,8,9,10,6,10,5,4,10,9,8,7,8,8,7.5,1.91049731745428,7.041203697184071,7.346280999375832
4,10,9,5,8,8,6,10,8,5,5,4,4,9,8,6.7,2.0518284528683193,7.028955525306148,6.6449991407121916
8,7,6,4,10,8,6,10,8,8,10,8,7,7,6,7.8,1.3266499161421599,7.029039628788842,7.6042249104945485
4,7,7,10,6,6,5,6,9,5,10,8,6,9,6,7.0,1.7320508075688772,7.03129495897029,6.522188186437326
10,10,9,6,8,6,5,10,10,5,4,5,5,7,6,6.3,2.0024984394500787,7.01303554511118,8.116872777097786
9,5,6,7,9,5,6,6,7,6,9,5,6,4,4,5.8,1.4000000000000001,7.018457138846584,6.979719601344018
6,4,10,5,8,7,9,10,10,5,7,4,9,5,6,7.2,2.0880613017821097,7.037318834205328,6.009498374928075
10,4,4,5,8,5,8,5,6,8,10,9,7,9,5,7.2,1.7776388834631176,7.014745964046166,6.237131700560397
7,9,8,6,4,10,7,5,4,4,6,10,10,9,4,6.9,2.5079872407968904,7.028423611059997,7.01402994020057
6,7,6,8,6,8,8,10,10,5,10,7,8,5,7,7.8,1.7776388834631178,7.013837707952237,6.733732868754601
7,7,7,8,7,10,10,4,5,7,6,10,9,9,10,8.0,2.1908902300206643,7.024911282106136,7.4399949865588795
4,10,7,6,9,6,8,9,7,10,10,10,6,8,5,7.9,1.7578395831246945,7.033476758146749,7.312784805650748
6,9,6,8,6,10,5,7,7,7,9,7,10,6,6,7.4,1.624807680927192,7.019088835071028,7.552046877933086
8,8,7,4,9,8,6,9,5,8,6,7,6,4,8,6.7,1.4866068747318506,7.028667890099039,7.139533928639413
7,7,10,8,8,10,10,9,6,6,9,5,7,7,5,7.4,1.8547236990991407,7.027296447271766,7.6915135908648695
9,6,6,7,5,5,4,9,8,7,5,5,9,10,8,7.0,2.0,7.016748282557913,6.971227188713407
5,6,5,10,6,5,10,4,8,10,4,6,7,5,10,6.9,2.3430749027719964,7.030747121385957,5.739595566662146
8,7,4,7,6,8,4,7,7,5,10,7,5,10,10,7.3,2.1,7.0218944063033675,7.100093569061843
10,6,7,10,10,6,5,9,4,9,10,10,7,7,7,7.4,1.9595917942265426,7.041503260303372,8.400549570159948
10,9,6,5,5,10,5,8,5,4,5,7,6,4,9,6.3,2.0024984394500787,6.995032045677059,7.484439276817189
6,6,9,5,6,6,4,4,10,7,10,9,5,10,9,7.4,2.3748684174075834,7.026979932931896,6.16446167250176
6,9,9,7,9,7,7,10,7,6,9,9,4,8,5,7.2,1.7776388834631176,7.027919071082127,7.3317725151726725
4,5,7,4,6,7,9,9,4,5,8,8,7,8,8,7.3,1.5524174696260025,7.028522624228417,5.25180782581208
6,7,9,10,10,10,5,5,10,7,9,4,7,6,8,7.1,2.0223748416156684,7.039388640140272,7.755331960894892
6,10,8,7,4,10,4,9,9,5,6,9,6,8,5,7.1,2.0223748416156684,7.020830239421182,6.576846771907963
7,5,9,9,7,4,5,8,10,9,6,10,8,9,7,7.6,1.9595917942265424,7.014136982458007,7.143274669744877
6,6,8,8,9,6,8,4,4,9,9,4,7,5,4,6.0,2.0,7.031665104288275,7.173706449055553
8,4,8,4,8,9,9,7,4,7,4,5,8,4,8,6.5,1.9621416870348585,7.019172627669713,6.195017590465726
9,9,4,7,9,4,5,10,9,8,7,4,9,4,7,6.7,2.193171219946131,7.016891350502069,7.151295814671985
7,6,4,10,9,5,6,4,10,7,6,4,8,9,9,6.8,2.039607805437114,7.02782533644878,6.972237467237317
5,6,7,9,4,7,8,5,6,7,10,4,9,4,6,6.6,1.9078784028338913,7.033356253759729,6.219983362749734
10,8,10,5,7,8,8,7,7,8,7,8,6,7,8,7.4,0.66332495807108,7.008013634264268,8.071256387517423
6,10,4,5,4,7,4,9,4,5,8,5,8,9,7,6.6,1.8547236990991407,7.024594248408745,6.3371780815610155
9,8,6,4,7,8,4,7,9,4,7,8,8,4,6,6.5,1.8027756377319946,7.017436841024375,7.469782359375075
9,9,6,9,7,8,6,7,6,4,5,5,4,10,5,6.0,1.7888543819998317,7.022771148766172,7.8969161297838655
4,6,9,9,7,4,8,6,5,8,5,7,4,4,8,5.9,1.6401219466856725,7.035590773029112,6.352755470935563
8,8,10,9,4,10,7,6,7,10,7,9,6,6,7,7.5,1.5,7.019247587909672,7.608683622583436
6,9,5,6,10,5,9,5,7,5,6,6,5,6,4,5.8,1.32664991614216,7.035576917873094,7.091527953554047
8,9,7,5,9,6,7,8,5,9,10,5,10,10,6,7.6,1.9595917942265426,7.024297990243954,7.967504838673397
10,4,5,10,9,6,8,8,9,7,4,7,9,5,6,6.9,1.57797338380595,7.040265476341796,7.3510838176558195
4,5,4,4,5,7,10,6,6,7,7,10,10,8,9,8.0,1.5491933384829668,7.023342531735716,4.946546947504248
5,4,10,8,5,9,10,4,10,8,4,7,9,9,4,7.4,2.3748684174075834,7.032994916717773,5.511692655194473
9,6,7,4,4,5,8,8,8,9,6,9,6,9,7,7.5,1.3601470508735443,7.008182595169524,6.348249884637102
7,8,7,5,7,9,7,6,8,6,4,8,9,9,9,7.5,1.6278820596099706,7.020742901911211,7.386973979345019
4,7,6,9,5,9,9,6,10,7,10,6,5,10,6,7.8,1.8867962264113207,7.029379305496979,6.202822685016671
7,4,10,9,5,8,9,6,10,7,10,9,10,4,5,7.8,2.0880613017821097,7.038348075675172,6.874260592677206
4,8,6,8,6,8,7,5,6,5,9,9,4,5,10,6.8,1.9899748742132397,7.036789293736464,6.0901843414768075
7,5,7,6,6,5,9,6,6,8,10,10,6,5,4,6.9,2.071231517720798,7.023113003401659,6.3445487267090614
6,9,4,5,7,6,10,10,9,9,8,8,5,6,6,7.7,1.7349351572897473,7.021369289750092,6.5256883088547255
7,8,6,10,6,8,6,5,4,9,5,6,5,9,7,6.4,1.6852299546352716,7.015467235759684,7.379244675163453
6,10,7,8,4,10,9,10,9,7,6,6,4,9,5,7.5,2.0615528128088303,7.023746307504609,7.199268000367693
10,9,5,10,4,4,6,6,8,4,6,7,10,8,5,6.4,1.8,6.980540531107375,8.279862988723048
7,9,9,9,6,10,8,9,9,5,7,5,4,10,5,7.2,2.181742422927143,7.035011308238117,7.764789058528396
5,7,7,9,7,5,8,7,5,4,8,7,7,6,9,6.6,1.4966629547095764,7.030056440719633,6.458092793306415
5,5,8,10,10,10,4,9,8,8,4,7,5,4,8,6.7,2.1470910553583886,7.0424083695891015,6.640712016123646
8,4,10,5,5,9,10,4,7,10,10,10,6,10,6,8.2,2.1354156504062622,7.018626423497791,6.0570139781476255
10,5,8,9,9,5,5,10,7,9,5,6,7,10,7,7.1,1.8681541692269403,7.031859877371259,7.904536125546977
7,9,6,8,5,7,4,9,10,9,5,9,8,6,5,7.2,1.98997487421324,7.0164179069570025,7.1654307554537
10,9,8,9,4,10,9,6,10,10,5,8,6,8,6,7.8,1.8330302779823362,7.013704064534558,8.657362914241661
5,4,5,8,7,4,10,4,6,6,8,10,9,10,7,7.4,2.244994432064365,7.038633188954927,5.506472863439181
9,9,6,10,4,6,5,5,5,4,9,8,9,4,9,6.4,2.009975124224178,7.024260348102305,7.586310089405107
9,8,7,10,8,9,10,5,6,5,9,6,10,8,7,7.5,1.857417562100671,7.024393275031488,8.061564668558232
4,6,9,8,10,6,4,5,10,10,5,9,9,9,10,7.7,2.2825424421026654,7.040703964764705,6.629512647707707
5,7,10,8,7,9,5,6,8,6,4,5,6,5,10,6.4,1.8547236990991407,7.035440725206421,6.453797566383646
9,5,6,10,6,4,10,7,7,7,5,6,5,10,8,6.9,1.9209372712298547,7.0186226233179045,7.170254708163797
5,7,9,8,5,10,6,10,10,4,9,7,6,6,7,7.5,2.0124611797498106,7.0227401892991805,6.630190278677611
4,7,6,10,5,10,4,5,5,10,10,9,6,7,10,7.6,2.3323807579381204,7.025938276041754,6.386873185479622
6,7,6,5,7,10,8,4,5,4,4,9,4,7,9,6.4,2.33238075793812,7.022947998700924,6.4628707233545555
4,5,8,9,5,10,7,9,7,9,9,6,7,6,10,8.0,1.4832396974191326,7.040197687775782,6.120419078999945
7,10,9,5,4,9,5,9,5,5,5,5,7,8,7,6.5,1.6278820596099706,7.018857136172516,7.031159742814346
10,4,8,10,6,10,8,7,10,5,4,9,8,4,5,7.0,2.23606797749979,7.025720376706808,7.775767318365569
10,9,10,7,7,8,4,7,10,5,7,7,5,8,9,7.0,1.7888543819998317,7.005033551170274,8.360246423854763
6,10,4,4,5,6,6,9,5,6,9,4,9,8,10,7.2,1.9390719429665317,7.019873408835603,6.030087461230783
8,9,8,10,8,9,7,7,10,5,7,4,9,10,4,7.2,2.181742422927143,7.023727730900939,7.952723872343386
5,8,6,5,6,5,7,10,6,9,6,8,5,8,6,7.0,1.61245154965971,7.021387878290322,5.85345420948192
10,5,10,10,8,6,6,8,10,5,9,10,9,4,4,7.1,2.2561028345356955,7.01818180919567,7.798420844971568
6,10,6,6,5,6,5,5,7,7,10,8,7,10,9,7.4,1.7435595774162693,7.02289836447748,7.373536527852863
7,8,10,6,9,9,10,8,4,6,5,4,10,9,4,6.9,2.4269322199023193,7.03033707426321,7.147125454190239
7,10,9,8,8,8,6,9,8,10,4,5,7,8,9,7.4,1.8,7.024954011633996,8.010830622077574
6,6,10,5,7,4,7,7,4,6,4,9,10,5,9,6.5,2.1563858652847827,7.026629068279052,6.382253883680808
10,7,6,8,6,10,7,5,8,7,6,4,8,9,5,6.9,1.8138357147217055,7.009424916395405,7.550572235725449
8,10,8,6,4,8,6,4,8,9,5,8,4,9,8,6.9,1.8681541692269403,7.013467486831675,7.197328941447717
7,9,8,8,4,5,4,6,6,7,8,5,8,4,7,6.0,1.4142135623730951,7.023878783621892,7.244283806971419
10,10,10,9,5,5,8,5,4,7,5,4,6,5,7,5.6,1.2806248474865698,7.003337959661559,8.095150695764417
4,9,4,8,7,10,9,9,5,5,4,8,9,8,9,7.6,2.0099751242241783,7.025063715356788,6.2243036169151225
4,5,6,9,4,5,7,7,10,9,9,4,5,5,10,7.1,2.1656407827707715,7.034915917868527,5.938923549783546
4,5,7,4,4,8,4,6,7,7,5,10,4,6,7,6.4,1.7435595774162693,7.032242415718493,4.650071747808507
7,5,9,9,4,4,6,9,5,8,7,7,6,8,9,6.9,1.57797338380595,7.019682534111364,7.0314716170064875
7,4,10,6,9,4,5,4,6,7,9,7,4,9,10,6.5,2.1563858652847827,7.040366166486164,6.914932996886739
10,8,6,4,5,5,6,5,6,5,10,4,8,9,6,6.4,1.8547236990991407,7.008957788967304,7.36840153936822
9,8,6,9,7,4,7,7,5,7,8,6,5,6,6,6.1,1.1357816691600546,7.020378671140816,7.920200631338802
5,6,7,10,4,10,4,7,9,6,8,10,8,9,7,7.8,1.7776388834631178,7.024709778586475,6.137519535057277
7,6,6,10,4,7,5,5,5,7,6,4,9,10,9,6.7,1.9519221295943134,7.005787540655099,6.323140572969612
7,7,4,7,9,9,5,4,8,7,8,5,6,10,10,7.2,2.0396078054371136,7.024122306328356,6.5493087389023135
4,5,6,5,9,5,4,10,5,9,6,6,7,7,9,6.8,1.8867962264113207,7.023684204750256,5.288750087989644
10,9,8,8,8,6,9,6,4,5,7,4,10,5,7,6.3,1.9000000000000001,7.017819838761208,7.975864441345639
4,7,9,5,10,10,9,10,4,8,10,8,7,4,10,8.0,2.23606797749979,7.023395846966044,6.318394690225095
5,5,5,10,8,5,10,5,4,8,4,8,8,9,9,7.0,2.1447610589527217,7.041611289832548,6.537233353907514
5,10,10,7,10,5,7,6,4,8,4,7,7,6,10,6.4,1.7435595774162693,7.037668703021266,7.687441248575668
8,5,10,4,10,6,8,9,10,6,9,10,9,8,5,8.0,1.6733200530681511,7.032950182588825,7.141906476072102
6,6,6,10,8,9,8,6,4,6,7,6,5,8,9,6.8,1.6,7.027582223296257,6.837682072998799
5,9,9,9,8,7,8,8,9,10,6,4,10,7,9,7.8,1.7776388834631178,7.036099860299527,7.51585242437793
7,4,4,6,6,5,5,4,4,6,5,7,9,4,4,5.3,1.5524174696260025,7.026047898932599,5.59394982017933
10,9,10,9,6,4,9,7,5,10,7,9,7,6,10,7.4,1.9595917942265424,7.004674789629396,8.49394295936311
5,7,10,7,7,9,10,10,4,5,10,6,6,9,8,7.7,2.147091055358389,7.032926825184137,7.043626119426804
7,6,4,6,7,4,5,5,5,9,4,10,10,9,5,6.6,2.4166091947189146,7.022355389774697,5.8416197650905035
6,7,8,9,4,10,7,7,4,5,9,8,8,8,7,7.3,1.676305461424021,7.015088572379296,6.617728600472541
8,5,6,5,10,9,8,5,5,8,6,8,6,4,4,6.3,1.7349351572897473,7.026957826033916,6.328193256816018
6,9,8,9,10,5,9,7,9,5,5,9,7,5,10,7.1,1.9209372712298547,7.025462615081078,7.88462656438563
7,9,9,7,6,10,7,5,10,4,6,5,6,8,10,7.1,2.1656407827707715,7.025486377905892,7.107931450050443
7,8,9,7,10,5,4,7,4,6,7,4,4,4,9,5.4,1.6852299546352716,7.0278375107360604,7.147860603856229
10,9,8,5,8,7,4,10,10,4,6,4,10,4,8,6.7,2.5317977802344322,7.014703725665908,7.985240064766974
4,4,4,9,10,7,8,9,6,8,9,5,7,4,8,7.1,1.57797338380595,7.011743759765581,5.669479276658176
6,10,6,6,10,8,4,4,6,8,8,10,5,10,9,7.2,2.181742422927143,7.036075943800574,7.532271341345211
9,8,6,5,10,5,10,8,5,8,7,6,5,8,5,6.7,1.676305461424021,7.016400575459798,7.675677462522093
10,4,8,4,10,9,6,7,4,4,5,8,9,6,7,6.5,1.746424919657298,6.998456779323369,6.803137966965843
10,6,8,7,5,7,10,7,4,6,10,4,5,7,6,6.6,2.009975124224178,7.000238801790904,7.321417988402371
6,10,6,5,10,7,4,4,4,7,6,6,5,7,5,5.5,1.2041594578792296,7.048235287739155,7.482039268169131
5,7,6,9,6,9,5,5,5,4,9,10,5,6,5,6.3,2.0518284528683193,7.026141491707908,6.611734064613964
4,8,8,4,10,4,8,10,9,8,8,9,7,10,10,8.3,1.7349351572897471,7.028280535035883,6.63320111358689
8,5,8,8,4,6,4,9,8,4,4,7,8,5,4,5.9,1.8681541692269403,7.014294666448718,6.930267421003235
10,7,8,9,8,8,10,4,7,7,5,7,8,9,7,7.2,1.6613247725836149,7.03023398581882,7.957528066151334
7,4,7,4,5,9,5,10,6,4,4,8,5,5,5,6.1,2.022374841615669,7.025230505427298,5.829101175249946
4,5,5,4,9,4,7,4,4,4,10,10,7,6,8,6.4,2.2891046284519194,7.041826373120827,5.286538824614331
6,4,8,9,9,6,6,4,6,4,4,8,5,4,10,5.7,1.9,7.040905765492401,6.826329491129512
8,6,9,5,6,6,8,9,9,9,6,5,7,5,8,7.2,1.5362291495737217,7.0207764915945585,6.6736934257968334
10,8,6,4,6,5,9,5,8,8,9,10,6,4,7,7.1,1.9209372712298547,7.015478921827219,7.56785042101388
5,4,7,8,8,7,9,10,7,5,8,10,8,9,8,8.1,1.445683229480096,7.028912629145873,5.8085867032191825
6,9,4,7,4,4,8,8,10,5,6,7,5,5,5,6.3,1.7916472867168916,7.013098230887406,6.262099516521042
8,4,7,9,6,7,9,5,6,9,8,6,10,9,8,7.7,1.5524174696260022,7.021715652656437,6.946614566960681
5,4,5,8,6,8,5,5,7,4,6,7,7,6,9,6.4,1.42828568570857,7.03411078204511,5.7544962246718825
10,6,4,9,6,10,6,8,10,4,9,5,4,4,5,6.5,2.3769728648009427,7.012641667818096,6.7334618641539326
4,4,5,6,4,4,9,9,9,7,7,9,5,5,6,7.0,1.8439088914585775,7.037163805578037,4.598238689968377
5,7,10,5,5,6,9,10,4,4,5,10,4,8,7,6.7,2.3259406699226015,7.021961096416563,5.868898340825498
4,8,8,9,8,4,4,6,8,4,7,4,5,8,4,5.4,1.624807680927192,7.042782490501122,6.396983625686562
5,9,4,6,10,10,8,4,7,7,8,9,6,6,5,7.0,1.7320508075688772,7.028980884257986,6.4772251403325205
10,5,5,9,4,9,6,8,6,5,4,6,8,8,5,6.5,1.5652475842498528,7.0011840613550245,7.037979372114507
7,5,7,7,8,10,5,10,7,7,7,10,4,8,7,7.5,1.9621416870348585,7.026379092896567,7.047274832416856
4,10,10,7,10,8,5,4,5,8,9,10,9,7,9,7.4,1.9595917942265426,7.039675505841191,7.320184878846314
4,8,4,5,7,5,10,9,6,4,8,10,7,5,4,6.8,2.227105745132009,7.028894466474962,6.096541415083771
4,10,6,4,7,7,5,9,10,8,10,6,6,10,9,8.0,1.7888543819998317,7.019133184969204,6.382727712260357
8,10,8,7,10,8,4,8,9,5,10,10,10,10,4,7.8,2.4,7.0245546033891895,8.197684899954856
5,10,5,8,8,6,9,5,9,7,7,7,6,8,4,6.8,1.5362291495737217,7.020273179712243,7.3055014123798765
7,5,8,5,8,10,6,5,5,7,4,7,5,5,10,6.4,2.009975124224178,7.02984771216759,6.271962925785429
10,4,6,10,9,8,10,8,10,8,7,9,4,8,6,7.8,1.7204650534085253,7.028877670833697,7.539910239514657
4,9,8,6,6,8,7,4,8,10,4,6,5,10,4,6.6,2.244994432064365,7.030404100686077,6.6607929887891695
8,8,5,8,7,9,8,10,7,9,9,7,7,7,9,8.2,1.0770329614269007,7.017054941970524,7.517426666532731
8,7,8,5,7,4,7,5,9,9,9,6,4,4,7,6.4,2.0099751242241783,7.020827940051388,7.30831518132007
4,7,10,5,9,9,10,9,7,4,7,7,7,7,7,7.4,1.5620499351813308,7.026315782496214,6.344490524896832
7,10,10,10,8,8,8,9,9,10,10,8,4,6,4,7.6,2.1071307505705477,7.020266113592359,8.10280270192011
10,8,9,5,6,10,9,8,4,6,7,5,8,8,6,7.1,1.7578395831246947,7.001816855376587,7.484838823323719
8,10,10,4,10,7,7,5,7,6,9,7,9,10,10,7.7,1.6155494421403513,7.0342465646358505,7.858258604689115
5,7,7,10,4,9,6,8,8,8,4,8,6,5,10,7.2,1.7776388834631178,7.033995228725976,6.568905778686367
8,5,4,8,5,7,8,4,10,10,9,4,6,5,8,7.1,2.1656407827707715,7.020865857330826,6.2091949287876185
10,7,5,10,9,8,4,6,4,4,5,6,5,6,8,5.6,1.42828568570857,7.023379167953459,7.606520143668452
6,5,6,5,6,7,9,7,10,6,7,4,8,9,9,7.6,1.6852299546352716,7.0259760504810105,5.776301334106136
9,7,8,6,9,10,9,8,7,9,9,6,4,6,7,7.5,1.746424919657298,7.02569832045419,7.661832598032888
6,7,6,9,10,8,8,6,5,6,5,10,6,5,5,6.4,1.624807680927192,7.038659143459485,7.183617582488342
9,4,7,10,4,9,10,9,5,5,4,5,9,5,8,6.9,2.1656407827707715,7.020512812330405,6.923539037478029
7,10,6,10,9,4,5,9,9,7,9,4,9,8,6,7.0,2.0,7.029999993939654,8.39304818315696
4,6,9,7,10,8,10,8,4,4,7,9,7,4,9,7.0,2.1447610589527217,7.020567980188838,6.459144911995786
9,6,4,4,10,4,4,6,8,7,7,5,10,6,4,6.1,1.8681541692269403,7.0328644411344445,6.0773280380474075
9,6,5,7,7,4,6,9,7,4,10,5,7,8,10,7.0,2.1447610589527217,7.020667954007417,7.056425015285881
6,5,4,10,8,6,7,8,5,9,6,9,10,4,9,7.3,1.9000000000000001,7.025711737521607,6.553136096567333
8,10,6,5,5,4,10,8,7,5,8,5,9,5,9,7.0,2.0,7.023290593288259,7.334974167018052
7,4,9,5,10,5,6,8,6,7,7,4,4,4,10,6.1,1.8681541692269403,7.02161615452362,6.092827988770575
9,8,9,4,10,7,5,9,10,5,8,7,9,9,9,7.8,1.661324772583615,7.021920660728685,8.053391961075338
4,9,6,5,10,4,9,9,7,5,10,10,5,6,6,7.1,2.118962010041709,7.043145582313341,6.527940321188416
6,9,5,7,6,8,7,6,6,7,5,8,8,8,6,6.9,1.0440306508910548,7.016559561534075,6.817527252629278
6,9,8,9,6,5,8,7,8,10,4,5,4,5,9,6.5,2.0615528128088303,7.026639129051811,7.507872210635541
5,8,9,10,9,7,9,6,6,9,5,8,4,7,8,6.9,1.57797338380595,7.036279455356668,7.747807522809961
6,6,7,9,6,6,8,9,9,10,10,4,6,5,7,7.4,2.009975124224178,7.026028619398017,6.9763135535884055
10,4,8,4,8,9,7,6,5,10,9,4,7,6,7,7.0,1.7888543819998317,7.02285091727655,6.225338427849401
10,9,7,6,6,10,10,5,4,10,5,10,9,8,5,7.6,2.4166091947189146,7.005517664596705,7.513830071663454
6,9,8,10,6,5,7,10,5,6,9,7,7,8,9,7.3,1.6155494421403513,7.019686515975119,7.455262485097477
4,6,9,10,7,6,9,5,8,6,8,9,4,9,5,6.9,1.8138357147217055,7.036540152659718,6.298924492705942
10,4,6,6,5,8,4,5,8,8,9,10,8,8,7,7.5,1.6881943016134133,7.020397573880385,6.517782349722078
8,4,5,10,7,10,8,9,7,7,4,5,7,6,7,7.0,1.6733200530681511,7.025757569843639,6.804816265387541
8,4,6,10,4,6,10,4,6,4,4,4,6,6,4,5.4,1.8,7.028101795304241,6.253903688541649
6,8,6,7,10,10,4,10,5,10,10,10,4,8,5,7.6,2.615339366124404,7.0300326403536335,7.104715917816104
9,6,7,9,10,5,5,8,5,5,6,9,6,4,4,5.7,1.5524174696260025,7.031869683405191,7.968900125687634
